item	frequency	suggested_level2	match_type	final_level2
오이 냉국	1	열매 채소	guessed	
야채 볶음	1	Not Defined	not_defined	
카레 파스타	1	밀	guessed	
삼겹살 김치볶음	1	돼지고기	guessed	
돼지고기 김치볶음면	1	돼지고기	guessed	
양고기 볶음	1	양고기	guessed	
데친 야채	1	Not Defined	not_defined	
계란 오믈렛	1	계란	guessed	
닭날게 고추장 간장 조림	1	고추장	guessed	
고추장 당면 볶음	1	고추장	guessed	
팬케잌	1	Not Defined	not_defined	
돌솥 비빔밥	1	Not Defined	not_defined	
참치마요	1	생선	guessed	
야채 스프	1	야채 육수	guessed	
돼지볶음 간장 비빔면	1	간장	guessed	
냉동 리조또	1	Not Defined	not_defined	
닭죽	1	Not Defined	not_defined	
문어 파스타	1	밀	guessed	
카레 라이스	1	카레	guessed	
돼지 앞다리살 볶음	1	Not Defined	not_defined	
된장 라면	1	된장	guessed	
냉동 밥	1	Not Defined	not_defined	
흰자 볶음밥	1	Not Defined	not_defined	
빠에야	1	Not Defined	not_defined	
그릭 샐러드	1	Not Defined	not_defined	
고등어 김치찜	1	생선	guessed	
관자 샐러드	1	조개류	guessed	
생선찜	1	생선	guessed	
치즈라면	1	밀	guessed	
자연산 회	1	Not Defined	not_defined	
노루곰국	1	기타 육류	guessed	
살라미 리예뜨	1	가공육	guessed	
얼큰 소고기 양곰탕	1	소고기	guessed	
새우 칼국수	1	갑각류	guessed	
장어 덮밥	1	생선	guessed	
전복무침	1	조개류	guessed	
애플파이	1	Not Defined	not_defined	
오징어 술국	1	연체류	guessed	
꼬막찜	1	조개류	guessed	
소고기 전	1	소고기	guessed	
오리로스구이	1	Not Defined	not_defined	
백숙	1	Not Defined	not_defined	
복수육	1	돼지고기	guessed	
복볶음	1	Not Defined	not_defined	
양대창	1	Not Defined	not_defined	
중식 코스	1	Not Defined	not_defined	
돼지고기 덮밥	1	돼지고기	guessed	
아포카토	1	Not Defined	not_defined	
피쉬앤칩스	1	Not Defined	not_defined	
치킨 꼬치	1	Not Defined	not_defined	
돼지 샐러드	1	Not Defined	not_defined	
이것저것	1	Not Defined	not_defined	
쭈꾸미 구이	1	연체류	guessed	
꽈리고추 구이	1	열매 채소	guessed	
당근샐러드	1	뿌리 채소	guessed	
과매기	1	Not Defined	not_defined	
조기탕	1	생선	guessed	
삼선우동	1	Not Defined	not_defined	
매생이탕	1	해조류	guessed	
간짜장	1	Not Defined	not_defined	
돈까스 나베우동	1	Not Defined	not_defined	
순살 감자탕	1	뿌리 채소	guessed	
해물 닭 백숙	1	Not Defined	not_defined	
광어 구이	1	생선	guessed	
돈코츠 라멘	1	Not Defined	not_defined	
치킨 또띠아	1	Not Defined	not_defined	
잠봉 바게트	1	Not Defined	not_defined	
통들깨 돼지고기 국밥	1	돼지고기	guessed	
팔보체	1	Not Defined	not_defined	
유산슬 덮밥	1	Not Defined	not_defined	
양송이 스프	1	야채 육수	guessed	
면 샤브샤브	1	Not Defined	not_defined	
북어죽	1	생선	guessed	
고구마전	1	뿌리 채소	guessed	
나물밥	1	잎 채소	guessed	
생면	1	Not Defined	not_defined	
차돌삼합	1	Not Defined	not_defined	
김치전골	1	잎 채소|고추|마늘|소금|기타 소스	guessed	
감자 사라다	1	뿌리 채소	guessed	
야채 샤브샤브	1	Not Defined	not_defined	
새우 완자	1	갑각류	guessed	
홍어 삼합	1	생선	guessed	
돼지전골	1	Not Defined	not_defined	
소고기 폭찹	1	소고기	guessed	
잡채덮밥	1	Not Defined	not_defined	
크림새우	1	갑각류	guessed	
국수 국물	1	Not Defined	not_defined	
대구 지리	1	생선	guessed	
번데기탕	1	곤충	guessed	
국수국물	1	Not Defined	not_defined	
오리냉무침	1	Not Defined	not_defined	
카레 비빔밥	1	카레	guessed	
육회 마끼	1	Not Defined	not_defined	
굴튀김	1	Not Defined	not_defined	
들기름 스파케티	1	기름	guessed	
닭다리 구이	1	Not Defined	not_defined	
김치류	1	잎 채소|고추|마늘|소금|기타 소스	guessed	
소고기 로스편채	1	소고기	guessed	
황태 순두부	1	콩류	guessed	
오삼 불고기	1	기타 육류	guessed	
심계탕	1	Not Defined	not_defined	
스파게티 컵라면	1	밀	guessed	
보싸	1	Not Defined	not_defined	
모짜랠라 튀김	1	Not Defined	not_defined	
소고기 매운탕	1	소고기	guessed	
들기름 파스타	1	기름	guessed	
육회마끼	1	Not Defined	not_defined	
버섯새우튀김	1	버섯	guessed	
양념소갈비	1	소고기	guessed	
오매기 떡	1	Not Defined	not_defined	
소꼬리찜	1	소고기	guessed	
고구마 스프	1	뿌리 채소	guessed	
전복솥밥	1	조개류	guessed	
아보카도 토마토 샌드위치	1	열매 채소	guessed	
닭국	1	Not Defined	not_defined	
물떡	1	Not Defined	not_defined	
짜계치	1	Not Defined	not_defined	
과일빙수	1	단 과일	guessed	
삼겹살 튀김	1	돼지고기	guessed	
렌칠콩	1	Not Defined	not_defined	
사천짜장	1	Not Defined	not_defined	
양갱	1	Not Defined	not_defined	
돈사태떡찜	1	Not Defined	not_defined	
생선조림	1	생선	guessed	
매생이국	1	해조류	guessed	
매생이 국	1	해조류	guessed	
차돌 청국장	1	청국장	guessed	
잠봉토스트	1	Not Defined	not_defined	
탕탕이	1	Not Defined	not_defined	
제주식 돼지고기 해장국	1	돼지고기	guessed	
백깁치말이 국수	1	Not Defined	not_defined	
오짬게티	1	Not Defined	not_defined	
새우 야채 죽	1	갑각류	guessed	
김치돈까스나베	1	잎 채소|고추|마늘|소금|기타 소스	guessed	
삼선우동국물	1	Not Defined	not_defined	
백짬뽕 국물만	1	Not Defined	not_defined	
트위스터	1	Not Defined	not_defined	
미니붕어빵	1	Not Defined	not_defined	
새우칼국수	1	갑각류	guessed	
미나리전	1	잎 채소	guessed	
매운갈비찜	1	소고기	guessed	
냉면육수	1	고기 육수	guessed	
불낙비빔밥	1	Not Defined	not_defined	
옥수수온면	1	옥수수	guessed	
그릭요거트	1	요거트	guessed	
김치말이 국수	1	잎 채소|고추|마늘|소금|기타 소스	guessed	
가자미구이	1	생선	guessed	
중식	1	Not Defined	not_defined	
제육 쌈밥	1	Not Defined	not_defined	
샤브우동	1	Not Defined	not_defined	
참치 김치찌개	1	잎 채소|고추|마늘|소금|기타 소스	guessed	
짜계치킨	1	Not Defined	not_defined	
소고기 시래기 해장국	1	소고기	guessed	
현미밥 조금	1	쌀	guessed	
북엇국	1	Not Defined	not_defined	
파스타샐러드	1	밀	guessed	
소국밥	1	Not Defined	not_defined	
백짬뽕(국물)	1	Not Defined	not_defined	
문어국밥(국만)	1	연체류	guessed	
새우가지	1	열매 채소	guessed	
숙주 탕수육	1	돼지고기	guessed	
차돌 야채찜	1	Not Defined	not_defined	
전복갈낙탕	1	조개류	guessed	
삼겹살 볶음	1	돼지고기	guessed	
새우완자	1	갑각류	guessed	
국수 전골	1	Not Defined	not_defined	
가리국밥	1	Not Defined	not_defined	
식혜	1	Not Defined	not_defined	
닭고기 일본라면	1	닭고기	guessed	
과일 사라다	1	단 과일	guessed	
양곱탕	1	Not Defined	not_defined	
소고기 매운 불고기	1	소고기	guessed	
우육탕밥	1	Not Defined	not_defined	
닭완자	1	Not Defined	not_defined	
소떡	1	Not Defined	not_defined	
회오리감자	1	뿌리 채소	guessed	
초계면	1	Not Defined	not_defined	
소갈비 자장면	1	소고기	guessed	
간장갈비찜	1	간장	guessed	
게찜	1	Not Defined	not_defined	
굴떢국	1	Not Defined	not_defined	
소세지빵	1	Not Defined	not_defined	
소고기버섯들깨탕	1	소고기	guessed	
국밥(국만)	1	Not Defined	not_defined	
시래기 솥밥	1	잎 채소	guessed	
미니 붕어빵	1	Not Defined	not_defined	
어향가지새우	1	열매 채소	guessed	
백짬뽕탕	1	Not Defined	not_defined	
된장술밥	1	된장	guessed	
고구마 전	1	뿌리 채소	guessed	
소고기 우거지 해장국	1	소고기	guessed	
크림빵	1	기타 유제품	guessed	
쵸코파이	1	Not Defined	not_defined	
허파	1	Not Defined	not_defined	
타파스	1	Not Defined	not_defined	
오징어 젓갈	1	연체류	guessed	
요구르트	1	Not Defined	not_defined	
에그 스크램블	1	Not Defined	not_defined	
토마토 크림수프	1	열매 채소	guessed	
소고기 스튜	1	소고기	guessed	
치킨 등	1	Not Defined	not_defined	
으깬감자	1	뿌리 채소	guessed	
또띠아	1	Not Defined	not_defined	
훈제 연어	1	생선	guessed	
안심 스테이크	1	Not Defined	not_defined	
짬뽕(국물만)	1	Not Defined	not_defined	
슈톨렌	1	Not Defined	not_defined	
컵밥	1	Not Defined	not_defined	
스팸마요덮밥	1	가공육	guessed	
백짬뽕	1	Not Defined	not_defined	
소고기장터국밥	1	소고기	guessed	
해물 된장찌개	1	된장	guessed	
돼지 등뼈 김치찜	1	잎 채소|고추|마늘|소금|기타 소스	guessed	
돈까스덮밥	1	Not Defined	not_defined	
돼지 등뻐 김치찜	1	잎 채소|고추|마늘|소금|기타 소스	guessed	
순대국(국만)	1	가공육|전분	guessed	
새우 에비동	1	갑각류	guessed	
온메밀소바	1	메밀	guessed	
초계물냉면	1	Not Defined	not_defined	
얼큰 우거지 양곰탕	1	잎 채소	guessed	
우동 국물만	1	Not Defined	not_defined	
계란구이	1	계란	guessed	
삼겹살 구이	1	돼지고기	guessed	
돼지국밥(국만)	1	Not Defined	not_defined	
곤드래 솥밥	1	잎 채소	guessed	
제주식 고사리 해장국	1	잎 채소	guessed	
불고기 도시락	1	기타 육류	guessed	
소고기 잡채밥	1	소고기	guessed	
참치통조림	1	생선	guessed	
굴국밥 국만	1	Not Defined	not_defined	
연잎쌈	1	잎 채소	guessed	
냉삼	1	Not Defined	not_defined	
김치쫄면	1	잎 채소|고추|마늘|소금|기타 소스	guessed	
돼지 목살구이	1	Not Defined	not_defined	
고추장 김치찌개	1	고추장	guessed	
새우구이	1	갑각류	guessed	
전복탕	1	조개류	guessed	
낙지 곱창 새우 전골	1	내장류	guessed	
블고기 전골	1	기타 육류	guessed	
해물누룽지탕	1	쌀	guessed	
돼지편육	1	Not Defined	not_defined	
묵무침	1	Not Defined	not_defined	
망고케익	1	단 과일	guessed	
단술	1	Not Defined	not_defined	
우설	1	Not Defined	not_defined	
은어 파스타	1	밀	guessed	
찰광어	1	생선	guessed	
물냉면 정식	1	Not Defined	not_defined	
계란후라이	1	계란	guessed	
게살스프	1	갑각류	guessed	
백합탕	1	조개류	guessed	
민어회	1	생선	guessed	
성게알	1	기타해산물	guessed	
닭간	1	Not Defined	not_defined	
티저트	1	Not Defined	not_defined	
캐사디아	1	Not Defined	not_defined	
오믈렛 32번	1	Not Defined	not_defined	
와인	1	Not Defined	not_defined	
Crispy Artichokes	1	Not Defined	not_defined	
아스퍼라거스	1	Not Defined	not_defined	
생선스프	1	생선	guessed	
에그스크렘블	1	Not Defined	not_defined	
육쌈냉면	1	Not Defined	not_defined	
소세지 산적	1	Not Defined	not_defined	
냉칼국수	1	Not Defined	not_defined	
토마토뻐파스타	1	열매 채소	guessed	
소룡포	1	Not Defined	not_defined	
완탕면	1	Not Defined	not_defined	
양지탕	1	소고기	guessed	
소고기 파전	1	소고기	guessed	
김부각	1	Not Defined	not_defined	
유산술	1	Not Defined	not_defined	
복어국	1	생선	guessed	
아귀수육	1	돼지고기	guessed	
불낙전골	1	Not Defined	not_defined	
오뎅떡볶이	1	Not Defined	not_defined	
케이준 샐러드	1	Not Defined	not_defined	
수육 전골	1	돼지고기	guessed	
미나리 전	1	잎 채소	guessed	
칡냉면	1	Not Defined	not_defined	
묵은지 돼지찜	1	잎 채소|고추|마늘|소금|기타 소스	guessed	
소고기 파스타	1	소고기	guessed	
닭가슴살 스테이크	1	Not Defined	not_defined	
양간	1	Not Defined	not_defined	
생선국	1	생선	guessed	
도사	1	Not Defined	not_defined	
삶은 생선	1	생선	guessed	
닭고기 꼬치	1	닭고기	guessed	
훈제 오리	1	Not Defined	not_defined	
다슬기 아욱국	1	기타해산물	guessed	
바	1	Not Defined	not_defined	
전복 미역국	1	해조류	guessed	
돼지 사태찜	1	Not Defined	not_defined	
사천 탕수육	1	돼지고기	guessed	
해물 누룽지	1	쌀	guessed	
골뱅이 쫄면	1	기타해산물	guessed	
우동 전골	1	Not Defined	not_defined	
만두 육개장	1	밀|돼지고기|잎 채소	guessed	
감자 샐러드	1	뿌리 채소	guessed	
오므라이스	1	Not Defined	not_defined	
투움바 치킨 커틀렛	1	Not Defined	not_defined	
국물 떡볶이	1	Not Defined	not_defined	
방웅토마토	1	열매 채소	guessed	
소면사리	1	밀	guessed	
서대조림	1	생선	guessed	
치즈 떡볶이	1	치즈	guessed	
꼬막 비빔밥	1	조개류	guessed	
치킨커틀렛	1	Not Defined	not_defined	
소고기 미역국(밥만)	1	소고기	guessed	
부대볶음	1	Not Defined	not_defined	
가오리찜	1	생선	guessed	
누룽지 삼계탕	1	쌀	guessed	
감자샐러드	1	뿌리 채소	guessed	
국수류	1	Not Defined	not_defined	
치즈 샐러드	1	치즈	guessed	
양고기 시금치 콩 카레	1	잎 채소	guessed	
카레 전병	1	카레	guessed	
탄두리치킨	1	Not Defined	not_defined	
돼지	1	Not Defined	not_defined	
인도음식	1	Not Defined	not_defined	
떡 샐러드	1	Not Defined	not_defined	
버섯 카레	1	버섯	guessed	
코코넛 케익	1	단 과일	guessed	
똠양국수	1	Not Defined	not_defined	
토마토와 관자 샐러드	1	열매 채소	guessed	
돼지고기 볶음과 계란면	1	돼지고기	guessed	
닭꼬치	1	Not Defined	not_defined	
냉삼겹	1	Not Defined	not_defined	
쫀드기	1	Not Defined	not_defined	
도가니탕	1	Not Defined	not_defined	
중국식 냉면	1	Not Defined	not_defined	
메로구이	1	생선	guessed	
소고기볶음	1	소고기	guessed	
골뱅이 소면	1	기타해산물	guessed	
감자 된장국ㅂ계란찜	1	뿌리 채소	guessed	
하몽 샐러드	1	Not Defined	not_defined	
소고시	1	Not Defined	not_defined	
티라미수	1	Not Defined	not_defined	
김치스프	1	잎 채소|고추|마늘|소금|기타 소스	guessed	
에그롤	1	Not Defined	not_defined	
카나페	1	Not Defined	not_defined	
오물렛	1	Not Defined	not_defined	
우삼겹 김치만두전골	1	잎 채소|고추|마늘|소금|기타 소스	guessed	
벼해장국	1	Not Defined	not_defined	
아구지리	1	Not Defined	not_defined	
껍데기	1	Not Defined	not_defined	
생대구 지리	1	생선	guessed	
아구튀김	1	Not Defined	not_defined	
조리퐁	1	Not Defined	not_defined	
칼국수 라면	1	밀	guessed	
오이볶음	1	열매 채소	guessed	
차돌짬뽕밥(국만)	1	Not Defined	not_defined	
차돌박이 국밥(국만)	1	Not Defined	not_defined	
가츠동	1	Not Defined	not_defined	
알탕(국만)	1	Not Defined	not_defined	
곳감	1	Not Defined	not_defined	
굴국밥(국만)	1	Not Defined	not_defined	
우육탕면	1	Not Defined	not_defined	
솥밥 한정식	1	Not Defined	not_defined	
소고기 해장국	1	소고기	guessed	
김치국밥	1	잎 채소|고추|마늘|소금|기타 소스	guessed	
차돌짬봉	1	Not Defined	not_defined	
양무침	1	Not Defined	not_defined	
생선찌개	1	생선	guessed	
수제비 사리	1	Not Defined	not_defined	
포도잎쌈밥	1	잎 채소	guessed	
한우국밥	1	Not Defined	not_defined	
채식 코스	1	Not Defined	not_defined	
한정식 여러가지	1	열매 채소	guessed	
소고기 만두전골	1	소고기	guessed	
콩나물국밥(국만)	1	잎 채소	guessed	
연어 아보카드 샐러드	1	생선	guessed	
돼지갈비튀김	1	돼지고기	guessed	
제주식 국밥	1	Not Defined	not_defined	
뿌링치킨	1	Not Defined	not_defined	
청국장가루	1	청국장	guessed	
꽃빵	1	Not Defined	not_defined	
똠양 쌀국수	1	Not Defined	not_defined	
돈갈비 백탕	1	소고기	guessed	
우거지갈비탕	1	잎 채소	guessed	
삼선짬뽕국물	1	Not Defined	not_defined	
토마토계란	1	열매 채소	guessed	
잼	1	Not Defined	not_defined	
감자면	1	뿌리 채소	guessed	
물갈비	1	소고기	guessed	
시래기 된장	1	잎 채소	guessed	
덴뿌라	1	Not Defined	not_defined	
미꾸라지 튀김	1	생선	guessed	
버섯 팬케익	1	버섯	guessed	
낙지순두부찌개	1	콩류	guessed	
옥수수 온면	1	옥수수	guessed	
가오리무침	1	생선	guessed	
전어구이	1	생선	guessed	
동태전	1	생선	guessed	
생돼지갈비	1	돼지고기	guessed	
갈매기살	1	Not Defined	not_defined	
돼지수육귝밥	1	돼지고기	guessed	
고로게	1	Not Defined	not_defined	
토마토소스에 계란과 바게트	1	기타 소스	guessed	
새우 빠에야	1	갑각류	guessed	
모짜렐라 튀김	1	치즈	guessed	
우렁쌈장	1	Not Defined	not_defined	
순두부국	1	콩류	guessed	
대방어 대가리 구이	1	생선	guessed	
닭한마리	1	Not Defined	not_defined	
전복삼계탕	1	조개류	guessed	
망고샐러드	1	단 과일	guessed	
소고기 수육	1	소고기	guessed	
소고기 설렁탕	1	소고기	guessed	
차돌배기	1	Not Defined	not_defined	
수육국	1	돼지고기	guessed	
국수 샐러드	1	Not Defined	not_defined	
돼지고기 야채 볶음	1	돼지고기	guessed	
돼지 생갈비	1	소고기	guessed	
라볶이	1	Not Defined	not_defined	
카레밥	1	카레	guessed	
간장 갈비찜	1	간장	guessed	
소고기 두부 전골	1	소고기	guessed	
시저 셀러드	1	Not Defined	not_defined	
깔라마리 크림	1	기타 유제품	guessed	
플라이드 블랙 모짜	1	Not Defined	not_defined	
디아볼라 피자	1	Not Defined	not_defined	
루꼴라 피자	1	잎 채소	guessed	
갑오징어 먹물 크림 파스타	1	연체류	guessed	
빠쉐	1	Not Defined	not_defined	
두부고추볶음	1	열매 채소	guessed	
샐러리제육볶음	1	줄기 채소	guessed	
옥수수 국수	1	옥수수	guessed	
와라비 모찌	1	Not Defined	not_defined	
파이	1	Not Defined	not_defined	
천엽	1	Not Defined	not_defined	
고추장 찌개	1	고추장	guessed	
생삼겹 두루치기	1	Not Defined	not_defined	
감자너겟	1	뿌리 채소	guessed	
콜라겐 가루	1	기타	guessed	
양지국	1	소고기	guessed	
소고기 야채죽	1	소고기	guessed	
너넷	1	Not Defined	not_defined	
참치 샌드위치	1	생선	guessed	
순두부 북어국	1	콩류	guessed	
짜파게티 컵라면	1	밀	guessed	
소고기 국수전골	1	소고기	guessed	
중국냉면	1	Not Defined	not_defined	
찐만두	1	밀|돼지고기|잎 채소	guessed	
나가사끼 짬뽕	1	Not Defined	not_defined	
우삽겹 샐러드	1	Not Defined	not_defined	
순대전골	1	가공육|전분	guessed	
닭계장	1	Not Defined	not_defined	
깻닢전	1	Not Defined	not_defined	
라먼사리	1	Not Defined	not_defined	
깻입전	1	Not Defined	not_defined	
사천탕면	1	Not Defined	not_defined	
왕새우 오무라이스	1	갑각류	guessed	
황태 김치국	1	잎 채소|고추|마늘|소금|기타 소스	guessed	
기스면	1	Not Defined	not_defined	
해파리냉채	1	기타해산물	guessed	
팥빵	1	Not Defined	not_defined	
홍어애	1	생선	guessed	
홍어코	1	생선	guessed	
홍어회	1	생선	guessed	
홍어탕	1	생선	guessed	
오리쌈밥	1	Not Defined	not_defined	
짬뽕 수제비	1	Not Defined	not_defined	
떡꼬치	1	Not Defined	not_defined	
돼지갈비탕	1	돼지고기	guessed	
소고기샐러드	1	소고기	guessed	
해물라면	1	밀	guessed	
문어샐러드	1	연체류	guessed	
베이컨야채구이	1	가공육	guessed	
지리탕	1	Not Defined	not_defined	
불고기 샐러드	1	기타 육류	guessed	
황태미역국	1	해조류	guessed	
소고기 버섯 국수 전골	1	소고기	guessed	
된장전골밥	1	된장	guessed	
감자 수제비	1	뿌리 채소	guessed	
팔진덮밥	1	Not Defined	not_defined	
옛날스팸도시락	1	가공육	guessed	
낙지 짜글이	1	연체류	guessed	
소고기 샐러드	1	소고기	guessed	
두부조림	1	콩류	guessed	
치아바타	1	Not Defined	not_defined	
콩고기 샐러드	1	콩류	guessed	
닭껍질 튀김	1	닭고기	guessed	
문어구이	1	연체류	guessed	
닭발 튀김	1	닭고기	guessed	
차돌 장국밥	1	Not Defined	not_defined	
카레덮밥	1	카레	guessed	
어묵 국수	1	생선|밀	guessed	
깐쇼새우	1	갑각류	guessed	
연어덮밥	1	생선	guessed	
순두부 청국장	1	콩류	guessed	
조랭이 미역국	1	해조류	guessed	
막회	1	Not Defined	not_defined	
곰치탕	1	생선	guessed	
복껍질 무침	1	Not Defined	not_defined	
복불고기	1	기타 육류	guessed	
차돌 김치찌개	1	잎 채소|고추|마늘|소금|기타 소스	guessed	
송어회	1	생선	guessed	
곤드레 밥	1	잎 채소	guessed	
굴탕면	1	Not Defined	not_defined	
타르트	1	Not Defined	not_defined	
매운 갈비찜	1	소고기	guessed	
맑은 대파 육개장	1	줄기 채소	guessed	
전복 스프	1	야채 육수	guessed	
가지 소고기 볶음	1	소고기	guessed	
돼지 간장 조림	1	간장	guessed	
망고퓨레	1	단 과일	guessed	
양곰탕	1	Not Defined	not_defined	
회 비빔국수	1	Not Defined	not_defined	
타코야키	1	Not Defined	not_defined	
대구지리나베	1	생선	guessed	
소고기쯔란볶음	1	소고기	guessed	
도상면	1	Not Defined	not_defined	
고기국	1	기타 육류	guessed	
커피나	1	Not Defined	not_defined	
쫄쫄이	1	Not Defined	not_defined	
고기국물	1	기타 육류	guessed	
은복국	1	Not Defined	not_defined	
농어회	1	생선	guessed	
농어지리	1	생선	guessed	
크래커	1	Not Defined	not_defined	
토마토 새우 샐러드	1	열매 채소	guessed	
황태무침	1	생선	guessed	
핫앤사우어스프	1	야채 육수	guessed	
탄탄면	1	Not Defined	not_defined	
찹쌀도너스	1	찹쌀	guessed	
바지락술찜 등	1	조개류	guessed	
낙지 비빔밥	1	연체류	guessed	
크레페	1	Not Defined	not_defined	
마른 새우	1	갑각류	guessed	
도다리 세꼬시	1	생선	guessed	
사과 견과류 샐러드	1	견과류	guessed	
망고스무디	1	단 과일	guessed	
새우까스	1	갑각류	guessed	
꼬막무침	1	조개류	guessed	
오돌뼈	1	Not Defined	not_defined	
어죽	1	Not Defined	not_defined	
라면 사리	1	밀	guessed	
구운 아스파라거스	1	줄기 채소	guessed	
쓰끼다시	1	Not Defined	not_defined	
삶은 문어	1	연체류	guessed	
닭너겟	1	Not Defined	not_defined	
조기 조림	1	생선	guessed	
치킨 너겟	1	Not Defined	not_defined	
멘보샤	1	Not Defined	not_defined	
우유 쉐이크	1	Not Defined	not_defined	
리면	1	Not Defined	not_defined	
삼치구이	1	생선	guessed	
대패삼겹살 쌈밥	1	돼지고기	guessed	
문어국밥	1	연체류	guessed	
문어비빔밥	1	연체류	guessed	
황태국밥	1	생선	guessed	
양지해장국	1	소고기	guessed	
냉라면	1	밀	guessed	
목살	1	Not Defined	not_defined	
짜조샐러드	1	Not Defined	not_defined	
볶음쌀국수	1	Not Defined	not_defined	
에그누들	1	Not Defined	not_defined	
낙지 수제비	1	연체류	guessed	
해물탕	1	Not Defined	not_defined	
유린기냉모밀	1	Not Defined	not_defined	
카츠돈	1	Not Defined	not_defined	
등갈비	1	소고기	guessed	
양지 해장국	1	소고기	guessed	
우섬겹	1	Not Defined	not_defined	
바게뜨 샌드위치	1	Not Defined	not_defined	
치킨볼	1	Not Defined	not_defined	
가지 그라탕	1	열매 채소	guessed	
짬뽕 국물	1	Not Defined	not_defined	
짜장	1	Not Defined	not_defined	
타코와사비	1	기타 소스	guessed	
청포묵 샐러드	1	Not Defined	not_defined	
메운탕	1	Not Defined	not_defined	
돼지목살구이	1	Not Defined	not_defined	
메밀 냉소바	1	메밀	guessed	
프렌치프라이	1	Not Defined	not_defined	
나가사끼 짬뽕탕	1	Not Defined	not_defined	
케이준	1	Not Defined	not_defined	
산채비빔밥 정식	1	잎 채소	guessed	
연어구이	1	생선	guessed	
버섯무침	1	버섯	guessed	
버섯전	1	버섯	guessed	
버섯해장국	1	버섯	guessed	
도가니수육	1	돼지고기	guessed	
차돌 짬뽕국물	1	Not Defined	not_defined	
햄 샐러드	1	Not Defined	not_defined	
반찬에 밥	1	기타	guessed	
콩나물 국	1	잎 채소	guessed	
산채 정식	1	잎 채소	guessed	
모밀소바	1	Not Defined	not_defined	
소내장탕	1	내장류	guessed	
식빵에 딸기쨈	1	베리류	guessed	
가자미 미역국	1	생선	guessed	
해물파전	1	Not Defined	not_defined	
해물떡볶이	1	Not Defined	not_defined	
돈사태 김치찜	1	잎 채소|고추|마늘|소금|기타 소스	guessed	
소고기(뭉티기	1	소고기	guessed	
구이	1	Not Defined	not_defined	
육회)	1	Not Defined	not_defined	
도가니 수육	1	돼지고기	guessed	
미역 오뎅탕	1	해조류	guessed	
버섯 매운탕	1	버섯	guessed	
대방어	1	생선	guessed	
쵸코바	1	Not Defined	not_defined	
차돌된장	1	된장	guessed	
간장치킨 하이라이스	1	간장	guessed	
골뱅이 무침	1	기타해산물	guessed	
복 칼국수	1	Not Defined	not_defined	
복 튀김	1	Not Defined	not_defined	
복 껍질	1	Not Defined	not_defined	
함흥냉면	1	Not Defined	not_defined	
황태전골	1	생선	guessed	
새드위치	1	Not Defined	not_defined	
케이크	1	Not Defined	not_defined	
강정	1	Not Defined	not_defined	
소고기 짜장면	1	소고기	guessed	
회(심해 줄가자미와 감성돔)	1	생선	guessed	
조개 미역국	1	해조류	guessed	
간장비빔밥	1	간장	guessed	
날개	1	Not Defined	not_defined	
에그누들 해물볶음	1	Not Defined	not_defined	
생선 대가리 구이	1	생선	guessed	
우동 스끼야끼	1	Not Defined	not_defined	
곱창순두부찌개	1	콩류	guessed	
참치큐브	1	생선	guessed	
꼬막밥	1	조개류	guessed	
오리국	1	Not Defined	not_defined	
메밀전	1	메밀	guessed	
꼬막 무 밥	1	조개류	guessed	
미역국 라면	1	밀	guessed	
차돌 쌀국수	1	Not Defined	not_defined	
해물 순두부 찌개	1	콩류	guessed	
육개장칼국수	1	Not Defined	not_defined	
전복물회	1	조개류	guessed	
순대버섯전골	1	버섯	guessed	
약과	1	Not Defined	not_defined	
시저 샐러드	1	Not Defined	not_defined	
물냉면 국물	1	Not Defined	not_defined	
밤식빵	1	밀	guessed	
설렁탕국물	1	Not Defined	not_defined	
핫앤사우어수프	1	Not Defined	not_defined	
햄 김치찌개	1	잎 채소|고추|마늘|소금|기타 소스	guessed	
소곱창	1	내장류	guessed	
문어탕	1	연체류	guessed	
구운 아채	1	Not Defined	not_defined	
차돌 된장	1	된장	guessed	
명태포	1	생선	guessed	
오징어 삼겹살 두루치기	1	돼지고기	guessed	
물미역	1	해조류	guessed	
갈치 구이	1	생선	guessed	
회(도다리 세꼬시와 광어)	1	생선	guessed	
돼지 갈비	1	소고기	guessed	
숯불갈비	1	소고기	guessed	
후라이드 치킨	1	Not Defined	not_defined	
꿀떡	1	Not Defined	not_defined	
해파리 무침	1	기타해산물	guessed	
닭육계장	1	Not Defined	not_defined	
군고구마	1	뿌리 채소	guessed	
한우 양념갈비	1	소고기	guessed	
하와이안 피자	1	Not Defined	not_defined	
돼지고기 숙주 볶음	1	돼지고기	guessed	
해물볶음	1	Not Defined	not_defined	
채끝 스테이크	1	Not Defined	not_defined	
광어 파스타	1	밀	guessed	
열무김치	1	잎 채소|고추|마늘|소금|기타 소스	guessed	
소시지 바게트	1	가공육	guessed	
매운 돈 사태찜	1	Not Defined	not_defined	
조개 등 해산물	1	기타해산물	guessed	
민들레잎	1	잎 채소	guessed	
해초류	1	해조류	guessed	
챱스틱	1	Not Defined	not_defined	
창란젓	1	Not Defined	not_defined	
쥐치포	1	생선	guessed	
소양지탕	1	소고기	guessed	
치킨 커틀렛	1	Not Defined	not_defined	
쭈꾸미 볶음	1	연체류	guessed	
크림치즈	1	치즈	guessed	
황태 곰탕	1	생선	guessed	
말린 자두	1	단 과일	guessed	
냉제육	1	Not Defined	not_defined	
빈대떡	1	Not Defined	not_defined	
